Author,Rating,Title,Date,Body
Amazon Customer,5,"5.0 out of 5 starsAwesome, perfect.","Have been using for last 6 months and can say that it's awesome. Brightness is good, size is perfect easily get adjusted in pocket"
Hasibul,4,4.0 out of 5 starsThis product is worth buying,This is a very good product and its battery backup is very good
Manyusha,5,5.0 out of 5 starsVery comfy and easy to carry torch,"Such a compact torch, easy to carry and go out in the dark. Well really well and value for money."
Sivaprasad Das,1,1.0 out of 5 starsWaste of money,Waste of money......Not working after 1week... charging indicator  damaged....Battery drains very fast.....very unsatisfying...
Sureshkumar,3,3.0 out of 5 starsOnline shopping very bad experience,"Torch is very good but the colour came black was disappointed me, expected other colours online shopping now a days getting very disappoint."
"TATA STEEL LIMITED. MEDICAL UNIT ,",4,4.0 out of 5 starsNice 🔦,I am satisfied
Srivatsan,4,4.0 out of 5 starsEveready very handy.,Works well
Hate it,4,4.0 out of 5 starsValue for money,Good quality light is good only drawback is it’s button
vinay prabhu,4,4.0 out of 5 starsHandy,"Handy , good for travel"
P,4,4.0 out of 5 starsApr 2026 was the time of purchase & cost was INR 160 .,"Does the job . Brightness is enough . It's handy and easy to use , weight is light , doesn't heat and kinda durable ."
Syeda,4,4.0 out of 5 starsUseful,Nice handy
Phaleshwar Sahu,5,5.0 out of 5 starsPocket friendly,"Good, for one person"
THARKESH KUMAR RAWAT,5,5.0 out of 5 starsChhota par achcha,Very Good
Good product in the price range,5,5.0 out of 5 starsExcellent,"Value for money, Useful in daily life"
Sweeny Alphie,5,5.0 out of 5 starsFriend,I did not expected very very nice and i happy
Mir Yaseer,5,5.0 out of 5 starsBackup,Good but battery backup 1 hour
